Student ID,student_name,gender,grade,school_name,reading_score,math_score
12558,Michelle Glover,F,9th,Webb High School,94,67
12559,Jason Luna,M,10th,Webb High School,95,79
12560,Angela Moore,F,10th,Webb High School,88,99
12561,Danielle Ferguson,F,10th,Webb High School,92,72
12562,Emily Davies,F,11th,Webb High School,95,96
12563,Peter Boone,M,11th,Webb High School,71,65
12564,Jimmy Duncan,M,9th,Webb High School,64,70
12565,Deborah Johnson,F,12th,Webb High School,62,85
12566,Kyle Williams,M,10th,Webb High School,77,86
12567,Meagan Scott,F,12th,Webb High School,99,85
12568,Jeffery Martin,M,11th,Webb High School,84,91
12569,Samantha Grant,F,12th,Webb High School,93,96
12570,Todd Gonzalez,M,11th,Webb High School,58,98
12571,William Burton,M,12th,Webb High School,78,66
12572,Sandra Flores,F,12th,Webb High School,74,65
12573,Justin Brown,M,10th,Webb High School,66,80
12574,Felicia Murphy,F,11th,Webb High School,61,95
12575,Michelle Taylor,F,9th,Webb High School,86,98
12576,Alicia Shaw,F,12th,Webb High School,93,80
12577,William Rodriguez,M,12th,Webb High School,96,88
12578,Daniel Coleman,M,9th,Webb High School,79,99
12579,Dr. James Robinson,M,11th,Webb High School,64,88
12580,Alexis Lopez,F,9th,Webb High School,70,75
12581,William Clay,M,12th,Webb High School,62,72
12582,Sarah Harris,F,10th,Webb High School,73,83
12583,William Carpenter MD,M,10th,Webb High School,94,73
12584,Kayla Orr,F,9th,Webb High School,95,79
12585,Mr. Matthew Blake II,M,12th,Webb High School,69,91
12586,Christina Pruitt,F,12th,Webb High School,84,95
12587,Thomas Greer,M,12th,Webb High School,62,93
12588,Courtney Lewis,F,9th,Webb High School,90,68
12589,Benjamin Alvarez,M,9th,Webb High School,83,92
12590,Christopher Weaver,M,11th,Webb High School,96,92
12591,Michael Rubio,M,12th,Webb High School,93,91
12592,Jennifer Crosby,F,11th,Webb High School,61,80
12593,Gabriela Myers,F,10th,Webb High School,80,75
12594,Amanda Reyes,F,10th,Webb High School,58,82
12595,Daniel Edwards,M,12th,Webb High School,99,65
12596,Connor Curtis,M,10th,Webb High School,70,67
12597,Antonio Schultz,M,9th,Webb High School,99,92
12598,Angie Hernandez MD,F,11th,Webb High School,83,72
12599,Lindsay Owens,F,9th,Webb High School,79,88
12600,Victor Sanchez,M,12th,Webb High School,98,68
12601,Christopher Stein,M,9th,Webb High School,71,65
12602,Melody Proctor,F,11th,Webb High School,57,78
12603,Michael Marsh,M,12th,Webb High School,90,90
12604,Tina Ortiz,F,9th,Webb High School,60,68
12605,Barbara Pacheco,F,9th,Webb High School,60,82
12606,Nicole Cunningham,F,12th,Webb High School,58,83
12607,Patrick Knox,M,11th,Webb High School,73,81
12608,Brenda Murillo,F,12th,Webb High School,57,97
12609,Linda Stark,F,12th,Webb High School,93,95
12610,Nicholas Williams,M,10th,Webb High School,73,77
12611,Jason Floyd,M,9th,Webb High School,67,93
12612,Kyle Smith,M,11th,Webb High School,60,90
12613,Jeremy Singleton,M,12th,Webb High School,82,67
12614,Tanya Ramirez,F,10th,Webb High School,66,85
12615,Christine Lopez,F,11th,Webb High School,79,83
12616,Justin Weber,M,9th,Webb High School,83,65
12617,Alvin Dean,M,10th,Webb High School,94,96
12618,Todd Miller,M,9th,Webb High School,77,69
12619,Edward Conley,M,12th,Webb High School,60,96
12620,Gail Benson,F,12th,Webb High School,93,86
12621,Jesse Galloway,M,9th,Webb High School,74,98
12622,Amber James,F,9th,Webb High School,64,69
12623,Connie Logan,F,10th,Webb High School,73,70
12624,Douglas Smith,M,12th,Webb High School,83,82
12625,Bryan Goodwin,M,12th,Webb High School,61,97
12626,Leslie Coleman,F,10th,Webb High School,77,79
12627,Doris Medina,F,10th,Webb High School,87,80
12628,Mr. Robert Lewis,M,9th,Webb High School,92,86
12629,Jennifer Carter,F,11th,Webb High School,96,77
12630,Colleen Nelson,F,9th,Webb High School,99,85
12631,Melissa Durham,F,9th,Webb High School,80,98
12632,Rebecca Alvarez,F,11th,Webb High School,82,69
12633,Evelyn Garcia,F,10th,Webb High School,66,76
12634,Connie Morrison,F,11th,Webb High School,79,74
12635,Mr. Edward Rogers,M,12th,Webb High School,67,88
12636,Hannah Carr,F,9th,Webb High School,91,69
12637,Christopher Thompson,M,11th,Webb High School,70,78
12638,Joshua Torres,M,10th,Webb High School,79,94
12639,Randall Hall,M,12th,Webb High School,62,82
12640,Joseph Savage,M,9th,Webb High School,89,74
12641,Tammy Smith,F,10th,Webb High School,83,79
12642,Susan Gonzalez,F,11th,Webb High School,56,92
12643,Lauren Sanford,F,10th,Webb High School,88,78
12644,Lisa James,F,10th,Webb High School,89,81
12645,Amy Banks,F,10th,Webb High School,83,91
12646,Sally Welch,F,12th,Webb High School,93,68
12647,Jordan Barnes,F,12th,Webb High School,89,97
12648,Bryan Dickson,M,12th,Webb High School,77,89
12649,Nicole Mccall,F,11th,Webb High School,72,75
12650,Mr. Thomas Williams,M,12th,Webb High School,69,83
12651,Sandra Smith,F,12th,Webb High School,84,80
12652,Daniel Scott,M,10th,Webb High School,99,99
12653,Kelly Villarreal,F,10th,Webb High School,98,88
12654,Laurie Jacobson,F,12th,Webb High School,72,99
12655,Bonnie Wright,F,11th,Webb High School,98,64
12656,Adrian Weaver,M,9th,Webb High School,64,73
12657,Mr. Charles Harris,M,11th,Webb High School,75,98
12658,Carmen Stewart,F,10th,Webb High School,86,87
12659,Martin Martin,M,9th,Webb High School,98,81
12660,Megan Browning,F,9th,Webb High School,59,70
12661,Sharon Lee,F,12th,Webb High School,63,92
12662,Tammie Bailey,F,12th,Webb High School,68,77
12663,Patrick Robinson,M,9th,Webb High School,81,66
12664,Amy Barker,F,12th,Webb High School,93,74
12665,John Mitchell,M,10th,Webb High School,58,83
12666,Robert Guerrero,M,9th,Webb High School,62,90
12667,Sharon Johnson,F,9th,Webb High School,61,67
12668,Laura Ray,F,9th,Webb High School,90,73
12669,Kristen Farmer,F,11th,Webb High School,83,93
12670,Gary Logan,M,10th,Webb High School,99,87
12671,Joshua Chung,M,12th,Webb High School,69,98
12672,Melissa Conner,F,11th,Webb High School,81,78
12673,Ryan Berry,M,12th,Webb High School,63,80
12674,Jacob Wells,M,12th,Webb High School,59,67
12675,Angela Sanders,F,12th,Webb High School,72,70
12676,James Lee,M,11th,Webb High School,83,86
12677,Maria Thomas,F,9th,Webb High School,71,91
12678,Lisa Melendez,F,11th,Webb High School,89,80
12679,Dakota Erickson,M,9th,Webb High School,56,83
12680,Joseph Thomas,M,10th,Webb High School,63,85
12681,Jason Singleton,M,10th,Webb High School,77,80
12682,Kathy Griffin,F,11th,Webb High School,87,72
12683,Stephen Sanchez,M,12th,Webb High School,60,80
12684,Hector Underwood,M,11th,Webb High School,94,86
12685,Luis Thompson,M,12th,Webb High School,63,86
12686,Wyatt Wilson,M,9th,Webb High School,61,66
12687,Todd Hall,M,12th,Webb High School,88,83
12688,Thomas Griffith,M,11th,Webb High School,87,99
12689,Juan Rollins,M,11th,Webb High School,64,64
12690,Stephanie Costa,F,9th,Webb High School,92,74
12691,Amanda Mccormick MD,F,11th,Webb High School,62,92
12692,Rachel Macdonald,F,10th,Webb High School,76,75
12693,April Young,F,9th,Webb High School,69,75
12694,Charles Nguyen,M,11th,Webb High School,57,69
12695,Ryan Tyler,M,10th,Webb High School,82,95
12696,Ronald Macias DDS,M,10th,Webb High School,89,97
12697,Cody Williams,M,10th,Webb High School,62,92
12698,Bailey Short,F,11th,Webb High School,68,88
12699,Patricia Cole,F,11th,Webb High School,79,97
12700,Mitchell Higgins,M,9th,Webb High School,83,65
12701,Michael Farmer,M,9th,Webb High School,99,88
12702,Brent Smith,M,11th,Webb High School,75,83
12703,Scott Moreno,M,9th,Webb High School,99,94
12704,Robert Simmons,M,9th,Webb High School,56,85
12705,Russell Bryan,M,11th,Webb High School,81,97
12706,Mark Spears,M,9th,Webb High School,61,66
12707,Sharon Jones,F,10th,Webb High School,72,72
12708,Melvin Edwards,M,12th,Webb High School,72,72
12709,Kevin Flores,M,11th,Webb High School,88,65
12710,Vincent Lee,M,9th,Webb High School,82,68
12711,James Walls,M,12th,Webb High School,66,80
12712,Joel Williams,M,12th,Webb High School,78,82
12713,Michael Montgomery,M,9th,Webb High School,87,81
12714,Cody Odonnell,M,12th,Webb High School,75,98
12715,Linda Weber,F,9th,Webb High School,76,96
12716,Michael Hunter,M,10th,Webb High School,89,69
12717,Angela Moreno PhD,F,12th,Webb High School,56,81
12718,Bradley Porter,M,9th,Webb High School,59,96
12719,Mark Gay,M,10th,Webb High School,86,96
12720,Melissa Martin,F,10th,Webb High School,95,94
12721,Adam Rasmussen,M,10th,Webb High School,78,64
12722,Brenda Zimmerman,F,12th,Webb High School,74,92
12723,Jennifer Rodriguez,F,10th,Webb High School,56,90
12724,Margaret Burns,F,10th,Webb High School,85,66
12725,Mark Tapia,M,9th,Webb High School,87,84
12726,Shawn Sanchez,M,12th,Webb High School,79,86
12727,Amanda King,F,12th,Webb High School,77,95
12728,Dr. Julia Tyler,F,9th,Webb High School,97,89
12729,Jessica Rios,F,10th,Webb High School,64,81
12730,Joseph Wilson,M,9th,Webb High School,77,88
12731,Matthew Ryan,M,9th,Webb High School,57,96
12732,Nichole Taylor,F,12th,Webb High School,58,96
12733,Heidi Gonzalez,F,9th,Webb High School,74,89
12734,Stephanie Nguyen,F,12th,Webb High School,55,71
12735,Frank Benton,M,9th,Webb High School,73,89
12736,Jennifer Duncan,F,10th,Webb High School,62,81
12737,Kristin Hall,F,12th,Webb High School,99,80
12738,Frank Moore,M,11th,Webb High School,67,68
12739,Sean Johnson,M,9th,Webb High School,93,87
12740,Audrey Hill,F,10th,Webb High School,81,76
12741,Debbie Oconnell,F,9th,Webb High School,57,71
12742,Mark Webb,M,12th,Webb High School,63,89
12743,Timothy Davis,M,12th,Webb High School,74,89
12744,Christine Taylor,F,10th,Webb High School,77,74
12745,William Gross,M,9th,Webb High School,61,88
12746,Angela Waller,F,12th,Webb High School,68,83
12747,Bethany Lee,F,12th,Webb High School,78,68
12748,Logan Howard,M,11th,Webb High School,79,97
12749,Wesley Torres,M,12th,Webb High School,78,70
12750,Kelly Torres,F,11th,Webb High School,89,83
12751,Joseph Ross,M,9th,Webb High School,59,82
12752,Mary Joseph,F,9th,Webb High School,65,68
12753,Jason Hill,M,9th,Webb High School,72,67
12754,Briana Booth,F,11th,Webb High School,73,67
12755,Clarence Gray,M,11th,Webb High School,73,93
12756,Donald Taylor,M,10th,Webb High School,55,99
12757,Jesse Gates,M,10th,Webb High School,70,81
12758,John Marquez,M,10th,Webb High School,68,77
12759,Joseph Ramirez,M,10th,Webb High School,73,67
12760,Adam Douglas,M,10th,Webb High School,70,84
12761,Billy Pierce,M,9th,Webb High School,87,89
12762,Samantha Murphy,F,10th,Webb High School,98,74
12763,Christina Key,F,9th,Webb High School,84,90
12764,Evan Moore,M,10th,Webb High School,65,99
12765,Jennifer Hall,F,11th,Webb High School,56,82
12766,Nicole Wright,F,11th,Webb High School,75,74
12767,Sydney Patton,F,11th,Webb High School,76,77
12768,Dawn Frost,F,11th,Webb High School,74,65
12769,Michael Day,M,10th,Webb High School,68,82
12770,Nathan Mccoy,M,9th,Webb High School,89,72
12771,Deborah Mathis,F,12th,Webb High School,58,68
12772,Joseph Higgins,M,12th,Webb High School,58,64
12773,Barry Brewer,M,12th,Webb High School,57,66
12774,Douglas Ortiz,M,9th,Webb High School,60,77
12775,Melissa Maldonado,F,10th,Webb High School,63,98
12776,Patrick Hall,M,12th,Webb High School,95,67
12777,Jillian Barajas,F,9th,Webb High School,65,69
12778,Brooke Garner,F,9th,Webb High School,98,95
12779,Marcus Rivers MD,M,9th,Webb High School,63,71
12780,Christopher Hanson,M,11th,Webb High School,62,92
12781,Linda Moore,F,9th,Webb High School,83,77
12782,Janet Greer,F,9th,Webb High School,85,92
12783,Victoria Zavala,F,9th,Webb High School,60,84
12784,Terri Oneal,F,9th,Webb High School,66,71
12785,Andrew Ramos,M,12th,Webb High School,96,76
12786,Melissa Brooks,F,10th,Webb High School,59,83
12787,Jason Barnes III,M,10th,Webb High School,85,81
12788,James Brown,M,12th,Webb High School,91,71
12789,Brittney Park,F,12th,Webb High School,83,76
12790,Danielle Edwards,F,10th,Webb High School,56,96
12791,Nathan Richmond,M,12th,Webb High School,66,95
12792,Rose Wright,F,11th,Webb High School,93,87
12793,Savannah Wolfe,F,12th,Webb High School,66,75
12794,Justin Hill,M,9th,Webb High School,90,66
12795,Melissa Henderson,F,12th,Webb High School,57,99
12796,Kelly Hansen,F,9th,Webb High School,57,97
12797,Alexis Mitchell,F,9th,Webb High School,84,75
12798,Thomas Baker,M,10th,Webb High School,65,89
12799,Thomas Pierce,M,10th,Webb High School,65,76
12800,Maria Brandt,F,10th,Webb High School,78,98
12801,Ashley Martinez,F,12th,Webb High School,68,69
12802,Lisa Navarro,F,12th,Webb High School,74,98
12803,Steven Powell,M,11th,Webb High School,78,66
12804,Tammy Cook,F,10th,Webb High School,74,87
12805,Shawn Hobbs,M,9th,Webb High School,63,90
12806,John Olson,M,11th,Webb High School,81,77
12807,William Robinson,M,9th,Webb High School,95,64
12808,Stephen Bowman,M,11th,Webb High School,98,97
12809,Christina Young,F,11th,Webb High School,69,75
12810,Lynn Smith,F,12th,Webb High School,55,68
12811,Marcus Wilson,M,10th,Webb High School,82,68
12812,Roberto Phillips,M,10th,Webb High School,92,90
12813,Daniel Butler,M,11th,Webb High School,63,73
12814,Kristin Roberts,F,9th,Webb High School,84,97
12815,Frank Dean,M,9th,Webb High School,96,78
12816,Heather Reyes,F,11th,Webb High School,87,70
12817,Miss Lori Wilkins DVM,F,12th,Webb High School,79,77
12818,Elizabeth Pearson,F,9th,Webb High School,93,91
12819,Robert Nelson,M,11th,Webb High School,71,86
12820,Charles Brewer,M,12th,Webb High School,74,78
12821,Amy Navarro MD,F,9th,Webb High School,70,85
12822,Chad Rubio,M,9th,Webb High School,77,81
12823,Brandon Weaver,M,9th,Webb High School,90,84
12824,Calvin Phillips,M,9th,Webb High School,68,69
12825,Vickie Houston,F,12th,Webb High School,77,72
12826,Hannah Blackburn,F,11th,Webb High School,77,73
12827,Diane Frank,F,12th,Webb High School,89,82
12828,Dustin Harrison,M,9th,Webb High School,98,97
12829,Robert Williams,M,12th,Webb High School,77,76
12830,Crystal Rose,F,9th,Webb High School,80,80
12831,Martha Salinas,F,9th,Webb High School,72,64
12832,Alyssa Klein,F,11th,Webb High School,74,92
12833,Shelly Lopez,F,12th,Webb High School,91,91
12834,Mrs. Lori Baxter,F,10th,Webb High School,56,89
12835,Curtis Smith,M,12th,Webb High School,79,70
12836,Curtis Smith,M,12th,Webb High School,99,96
12837,Roberta Smith,F,11th,Webb High School,64,84
12838,Paul Crawford,M,9th,Webb High School,77,93
12839,Eric Smith,M,10th,Webb High School,63,85
12840,Kiara Alexander,F,10th,Webb High School,59,87
12841,Amy Hughes,F,12th,Webb High School,93,98
12842,Erin Evans MD,F,11th,Webb High School,99,84
12843,Lee Chapman,M,10th,Webb High School,79,71
12844,James Cowan,M,9th,Webb High School,97,69
12845,Katherine Chen,F,12th,Webb High School,98,79
12846,Maria Martinez,F,9th,Webb High School,83,66
12847,Ryan Richards,M,11th,Webb High School,76,92
12848,Christopher Carter,M,9th,Webb High School,68,78
12849,Elizabeth Powell,F,10th,Webb High School,90,85
12850,Julie Phillips,F,9th,Webb High School,76,95
12851,Kyle Byrd,M,11th,Webb High School,96,77
12852,Taylor Anderson,M,11th,Webb High School,55,93
12853,Adam Norris,M,10th,Webb High School,96,88
12854,Christopher Barber,M,9th,Webb High School,66,93
12855,Steve Ward,M,10th,Webb High School,97,73
12856,Tiffany Taylor,F,10th,Webb High School,94,71
12857,Erica Williams,F,10th,Webb High School,93,66
12858,Robert Lambert,M,9th,Webb High School,56,66
12859,Heather Hogan,F,11th,Webb High School,87,79
12860,Bruce Cortez,M,10th,Webb High School,87,64
12861,Bryan Byrd,M,10th,Webb High School,70,97
12862,Joshua Becker,M,9th,Webb High School,73,92
12863,Ryan Lee,M,11th,Webb High School,71,91
12864,Angela Delgado,F,11th,Webb High School,73,89
12865,Timothy Wilkins,M,12th,Webb High School,66,68
12866,Peter Bishop,M,9th,Webb High School,79,66
12867,Stephanie Baxter,F,12th,Webb High School,94,67
12868,Kara Hayes,F,11th,Webb High School,76,88
12869,Erin Harper,F,11th,Webb High School,65,86
12870,Alicia Watts,F,11th,Webb High School,71,72
12871,John Garcia,M,11th,Webb High School,80,93
12872,Jessica Johnson,F,10th,Webb High School,73,98
12873,Lucas Shah,M,10th,Webb High School,77,73
12874,Sarah Ball,F,10th,Webb High School,94,75
12875,William Vasquez,M,10th,Webb High School,68,74
12876,Danielle Johnson,F,10th,Webb High School,86,97
12877,Marissa Clark,F,9th,Webb High School,87,91
12878,Andrea Neal,F,10th,Webb High School,66,87
12879,Charles Murphy,M,11th,Webb High School,62,94
12880,Cory Young,M,10th,Webb High School,96,75
12881,Amanda Mitchell,F,10th,Webb High School,97,65
12882,Corey Dyer DVM,M,9th,Webb High School,87,77
12883,Paul Snyder,M,9th,Webb High School,91,67
12884,Ryan Carter,M,10th,Webb High School,74,93
12885,Eric Sanders,M,9th,Webb High School,87,66
12886,Susan Foster,F,9th,Webb High School,78,68
12887,Richard Nelson,M,11th,Webb High School,57,88
12888,Andrew Reese,M,12th,Webb High School,65,70
12889,Elizabeth Johnson,F,10th,Webb High School,78,76
12890,Joshua Wright,M,11th,Webb High School,89,81
12891,Anthony Stevenson,M,9th,Webb High School,65,96
12892,Tonya Hahn,F,10th,Webb High School,71,87
12893,Sandra Erickson,F,12th,Webb High School,97,92
12894,David Martin,M,12th,Webb High School,77,82
12895,Vincent Erickson,M,11th,Webb High School,68,85
12896,Ronald Martinez,M,12th,Webb High School,95,90
12897,Thomas Gonzalez,M,10th,Webb High School,68,98
12898,Linda Lambert,F,10th,Webb High School,80,80
12899,Hayley Howard,F,10th,Webb High School,74,97
12900,Elizabeth King,F,10th,Webb High School,76,74
12901,Courtney Summers,F,10th,Webb High School,70,97
12902,Joseph Hall,M,12th,Webb High School,79,74
12903,Stephen Holland,M,9th,Webb High School,76,96
12904,Jeremy Aguilar,M,11th,Webb High School,97,75
12905,Whitney White,F,10th,Webb High School,88,65
12906,Danielle Turner,F,9th,Webb High School,77,86
12907,Nicholas Ross,M,9th,Webb High School,90,78
12908,Sara Burnett,F,12th,Webb High School,69,99
12909,Robert Cook,M,11th,Webb High School,88,76
12910,Mrs. Amy Ford,F,12th,Webb High School,70,99
12911,Diana White,F,11th,Webb High School,87,93
12912,Thomas Weeks,M,9th,Webb High School,77,70
12913,Melvin Brown,M,9th,Webb High School,83,94
12914,Mary Sanchez,F,9th,Webb High School,78,64
12915,Grace Garrison,F,10th,Webb High School,70,70
12916,Dennis Hoover,M,9th,Webb High School,98,99
12917,Haley Ali,F,12th,Webb High School,86,98
12918,Christopher Garza,M,11th,Webb High School,56,87
12919,Michelle Gonzales,F,12th,Webb High School,88,65
12920,Erin Jensen,F,12th,Webb High School,65,86
12921,Elizabeth Reyes,F,9th,Webb High School,80,68
12922,Brittany Robinson,F,10th,Webb High School,59,79
12923,Andrea Nelson,F,10th,Webb High School,55,99
12924,Colton Webb,M,10th,Webb High School,66,88
12925,Alexis Le,F,10th,Webb High School,65,68
12926,Taylor Villarreal,F,9th,Webb High School,87,66
12927,Amy Rojas,F,9th,Webb High School,88,77
12928,Anna Garner,F,9th,Webb High School,88,75
12929,Dawn Little,F,10th,Webb High School,73,84
12930,Ronald Rivera,M,12th,Webb High School,84,69
12931,Jenny Melton,F,10th,Webb High School,92,85
12932,Caitlyn Phillips,F,10th,Webb High School,68,67
12933,Nicholas Singleton,M,9th,Webb High School,60,64
12934,Betty Williams,F,9th,Webb High School,94,81
12935,Carlos Perry,M,9th,Webb High School,91,94
12936,Ellen Mcdonald,F,12th,Webb High School,79,64
12937,Michelle Elliott,F,10th,Webb High School,86,80
12938,Linda Nguyen,F,11th,Webb High School,70,77
12939,Angela Swanson,F,12th,Webb High School,75,76
12940,Susan Jackson,F,11th,Webb High School,90,99
12941,Charles Moore,M,11th,Webb High School,79,65
12942,Alicia Rowe,F,12th,Webb High School,56,77
12943,Kristin Hicks,F,12th,Webb High School,98,91
12944,Danielle Riley,F,9th,Webb High School,90,69
12945,Eugene Carson,M,10th,Webb High School,71,86
12946,Gregory Newman,M,12th,Webb High School,99,98
12947,Jeremiah Rodriguez,M,9th,Webb High School,82,74
12948,Tammy Mason,F,10th,Webb High School,99,96
12949,Andre Robertson,M,11th,Webb High School,69,77
12950,Frank Cortez,M,9th,Webb High School,69,75
12951,Duane Harris,M,11th,Webb High School,97,80
12952,Regina Roberts,F,10th,Webb High School,68,82
12953,April Wagner,F,11th,Webb High School,77,87
12954,Christopher Marsh,M,9th,Webb High School,55,91
12955,Erica Peters,F,10th,Webb High School,55,70
12956,Antonio Jones,M,9th,Webb High School,79,77
12957,Gwendolyn Smith,F,12th,Webb High School,69,94
12958,Luis Butler,M,9th,Webb High School,60,74
12959,Bethany Peters,F,10th,Webb High School,89,70
12960,Timothy Carlson,M,12th,Webb High School,57,87
12961,Brittany Andrews,F,10th,Webb High School,91,70
12962,Janet Washington,F,11th,Webb High School,96,81
12963,Ray Garcia,M,10th,Webb High School,62,99
12964,Emma West,F,11th,Webb High School,83,87
12965,Robert Newton,M,10th,Webb High School,75,70
12966,John Hall,M,10th,Webb High School,99,93
12967,Stephanie Ruiz,F,9th,Webb High School,56,68
12968,Steven Gallegos,M,11th,Webb High School,79,73
12969,Crystal Turner,F,11th,Webb High School,86,73
12970,Lisa Jimenez,F,10th,Webb High School,65,76
12971,Terry Ellis,M,12th,Webb High School,64,82
12972,Christina Murray,F,11th,Webb High School,80,72
12973,Beth Clark,F,10th,Webb High School,80,67
12974,John Andrews,M,12th,Webb High School,65,84
12975,Emily Estes,F,9th,Webb High School,63,83
12976,Julie Cohen,F,12th,Webb High School,95,76
12977,Laura Valdez,F,9th,Webb High School,78,83
12978,Amanda Eaton,F,12th,Webb High School,98,72
12979,Danielle Jones,F,12th,Webb High School,61,77
12980,Judy Estes,F,9th,Webb High School,92,64
12981,Michael Burke,M,9th,Webb High School,85,84
12982,Karen Horne,F,10th,Webb High School,71,92
12983,Victoria Tran,F,9th,Webb High School,74,81
12984,Philip Stevens,M,12th,Webb High School,84,67
12985,Dan Mcpherson,M,11th,Webb High School,91,96
12986,Jeremiah Franklin,M,10th,Webb High School,93,69
12987,Ethan Weaver,M,11th,Webb High School,90,73
12988,Alisha Brown,F,10th,Webb High School,75,79
12989,Kevin Horton,M,10th,Webb High School,65,85
12990,Mary Bradley,F,10th,Webb High School,84,90
12991,Laura Zuniga,F,11th,Webb High School,85,83
12992,Shannon Thompson,F,9th,Webb High School,92,88
12993,John Jordan,M,9th,Webb High School,63,84
12994,Amanda Navarro,F,12th,Webb High School,87,89
12995,Adrienne Young,F,9th,Webb High School,88,72
12996,John Khan,M,10th,Webb High School,74,71
12997,Cassandra Oliver,F,10th,Webb High School,72,82
12998,Jay Hanson,M,9th,Webb High School,82,70
12999,Laura Lopez,F,10th,Webb High School,80,94
13000,Laura Glover,F,12th,Webb High School,58,80
13001,Kayla Mccoy,F,12th,Webb High School,93,74
13002,Paula Owens,F,10th,Webb High School,79,71
13003,Lori Wood,F,11th,Webb High School,96,74
13004,Christine Johnson DVM,F,10th,Webb High School,99,69
13005,Timothy Palmer,M,9th,Webb High School,79,74
13006,Dillon Ray,M,11th,Webb High School,69,65
13007,Kimberly Lawrence,F,10th,Webb High School,85,71
13008,Mr. Donald Ramos,M,12th,Webb High School,64,91
13009,Donald Luna,M,10th,Webb High School,83,83
13010,Sydney Weber,F,10th,Webb High School,69,87
13011,Andrew Taylor,M,10th,Webb High School,99,79
13012,Sharon Patterson,F,12th,Webb High School,55,87
13013,John Torres,M,12th,Webb High School,70,79
13014,Catherine Ramos,F,11th,Webb High School,57,75
13015,Jose Henderson Jr.,M,9th,Webb High School,86,79
13016,Michael Lawson,M,12th,Webb High School,83,97
13017,Bruce Reyes,M,9th,Webb High School,81,77
13018,Christopher Campbell,M,11th,Webb High School,60,72
13019,Jonathan Jones,M,12th,Webb High School,87,84
13020,Anna Aguilar,F,10th,Webb High School,69,91
13021,John Carr,M,11th,Webb High School,77,65
13022,Sierra Perez,F,9th,Webb High School,96,95
13023,Brittany Vargas,F,10th,Webb High School,72,67
13024,Victoria Wiley,F,10th,Webb High School,83,97
13025,Daniel Hill,M,11th,Webb High School,67,75
13026,Joshua Lee,M,9th,Webb High School,86,98
13027,Ashley Johnson,F,11th,Webb High School,90,68
13028,Donna Parker,F,9th,Webb High School,66,92
13029,Anna Mays,F,10th,Webb High School,57,67
13030,Brian Johnson,M,10th,Webb High School,70,92
13031,Mitchell Smith,M,11th,Webb High School,75,78
13032,Rebecca Rios,F,9th,Webb High School,98,79
13033,Peggy Adams,F,11th,Webb High School,77,75
13034,Troy Garcia,M,10th,Webb High School,78,98
13035,Kevin Daniel,M,11th,Webb High School,62,76
13036,Mark Brown,M,12th,Webb High School,75,78
13037,Mark Porter,M,9th,Webb High School,56,91
13038,Yolanda Gillespie,F,10th,Webb High School,85,87
13039,Karen Coleman,F,10th,Webb High School,77,92
13040,David Chaney,M,10th,Webb High School,97,88
13041,Candice Price,F,10th,Webb High School,87,77
13042,Tammy Solis,F,12th,Webb High School,56,66
13043,Devin Simmons,M,9th,Webb High School,83,96
13044,Benjamin Davis,M,12th,Webb High School,81,92
13045,Kimberly Brady,F,12th,Webb High School,90,86
13046,Aaron Cox,M,10th,Webb High School,80,88
13047,Michael Todd,M,11th,Webb High School,70,80
13048,Michelle Ray,F,9th,Webb High School,92,83
13049,Erik Jones,M,9th,Webb High School,59,74
13050,Amanda Simmons,F,12th,Webb High School,79,90
13051,Deborah Peck,F,9th,Webb High School,93,92
13052,Charles Christian,M,12th,Webb High School,73,65
13053,Mercedes Wang,F,11th,Webb High School,96,97
13054,Kevin Gallegos Jr.,M,12th,Webb High School,91,87
13055,Joanna Davidson,F,10th,Webb High School,97,92
13056,Gary Salinas,M,9th,Webb High School,56,75
13057,Renee Nichols,F,11th,Webb High School,81,69
13058,Jamie Wells,M,10th,Webb High School,85,66
13059,Dennis Walker,M,10th,Webb High School,99,92
13060,Mallory Martin,F,10th,Webb High School,70,81
13061,Ronald Compton,M,11th,Webb High School,69,66
13062,Lisa Miller,F,11th,Webb High School,73,75
13063,Ashley Dominguez,F,12th,Webb High School,59,84
13064,Stephen Carson,M,12th,Webb High School,71,87
13065,Erik Chang,M,10th,Webb High School,56,74
13066,David Jones,M,10th,Webb High School,63,80
13067,Jane Solis,F,9th,Webb High School,72,67
13068,Pamela Clark,F,9th,Webb High School,94,90
13069,Edgar Macias,M,9th,Webb High School,79,75
13070,Christopher Foley,M,9th,Webb High School,82,78
13071,Caitlyn Shepard,F,9th,Webb High School,72,68
13072,Mrs. Kelsey Flores,F,10th,Webb High School,57,91
13073,Amy West,F,10th,Webb High School,95,97
13074,Mark Gonzales,M,12th,Webb High School,93,92
13075,Kevin Young,M,10th,Webb High School,79,95
13076,James Holloway,M,10th,Webb High School,70,86
13077,Peter Turner,M,11th,Webb High School,84,98
13078,Colleen Gutierrez,F,10th,Webb High School,63,74
13079,Mr. Kenneth Weber,M,12th,Webb High School,81,74
13080,Michael Webb,M,12th,Webb High School,70,66
13081,David Holden,M,10th,Webb High School,98,65
13082,Mary Adams,F,10th,Webb High School,81,76
13083,Julie Walton,F,11th,Webb High School,83,69
13084,Jessica Lindsey,F,11th,Webb High School,68,96
13085,Brian Thomas,M,12th,Webb High School,98,91
13086,Cynthia White,F,10th,Webb High School,86,98
13087,Heather Good,F,9th,Webb High School,88,92
